mean,std,min,max,median
7.635174560546875,0.07370695729453636,7.53631591796875,7.738037109375,7.650146484375
7.48408935546875,0.03768126510892692,7.41241455078125,7.55615234375,7.4822998046875
7.57646728515625,0.02311431822826133,7.53143310546875,7.615966796875,7.584228515625
7.076071166992188,0.07629979241541988,6.96929931640625,7.18902587890625,7.059478759765625
7.022207641601563,0.061276140224526765,6.90185546875,7.15179443359375,7.032623291015625
7.489407348632812,0.09216570529299468,7.36297607421875,7.591552734375,7.52471923828125
7.33189208984375,0.06401042978450339,7.1966552734375,7.41302490234375,7.33734130859375
4.28175537109375,0.06991671091928657,4.18792724609375,4.41619873046875,4.27215576171875
6.833904418945313,0.17234599913060691,6.52984619140625,7.03277587890625,6.9012451171875
8.0338671875,0.023518455756134548,7.9815673828125,8.06793212890625,8.03955078125
7.529205932617187,0.03487367223061046,7.4920654296875,7.6123046875,7.5079345703125
5.094248657226562,0.07696341151477076,4.91424560546875,5.28594970703125,5.099639892578125
7.39599609375,0.03892697789674601,7.35870361328125,7.46673583984375,7.37060546875
5.057319946289063,0.10399246955271901,4.74090576171875,5.1397705078125,5.0872802734375
7.581447143554687,0.05624864153322131,7.46337890625,7.647705078125,7.603759765625
7.84222412109375,0.01785280019130336,7.8277587890625,7.88848876953125,7.83203125
8.166986083984375,0.06605958276540595,8.05206298828125,8.2647705078125,8.16925048828125
7.455064697265625,0.024710618981107324,7.40753173828125,7.49725341796875,7.456817626953125
7.261768798828125,0.07443403544083274,7.08587646484375,7.37884521484375,7.288818359375
7.536807250976563,0.021415031401516505,7.467041015625,7.56317138671875,7.54638671875
7.457439575195313,0.008724629213649231,7.43927001953125,7.4713134765625,7.45849609375
7.89850341796875,0.029716955362264773,7.857666015625,7.95867919921875,7.89154052734375
4.136107177734375,0.44863877328335844,3.580322265625,4.99298095703125,4.08538818359375
3.3612774658203124,0.1693467419044303,3.13995361328125,3.7176513671875,3.3367919921875
7.4545135498046875,0.012643179783946096,7.42889404296875,7.4713134765625,7.4591064453125
7.307869262695313,0.03518068671643385,7.25189208984375,7.39715576171875,7.29888916015625
6.804046630859375,0.12071610346513158,6.54510498046875,6.99188232421875,6.81976318359375
7.2367724609375,0.052435046358582184,7.1337890625,7.2991943359375,7.2515869140625
7.44545654296875,0.14676323800072158,7.1875,7.65350341796875,7.47406005859375
7.36379150390625,0.06988257148274218,7.15362548828125,7.435302734375,7.39166259765625
6.3777313232421875,0.2841493518506791,5.8868408203125,6.75079345703125,6.342315673828125
7.493049926757813,0.029860477767874514,7.44110107421875,7.54425048828125,7.4969482421875
4.924756469726563,0.1688261649177685,4.603271484375,5.157470703125,4.913787841796875
7.470242919921875,0.030040188661314277,7.42950439453125,7.5262451171875,7.46673583984375
7.35505126953125,0.06543210472721794,7.2479248046875,7.5238037109375,7.36328125
7.989072265625,0.0294205431285828,7.9119873046875,8.026123046875,7.997589111328125
7.556317749023438,0.03383061275521344,7.47100830078125,7.591552734375,7.568359375
7.776334838867188,0.02074602082079938,7.74810791015625,7.80517578125,7.776336669921875
7.473001098632812,0.05504336796295253,7.36419677734375,7.54730224609375,7.466888427734375
7.062274169921875,0.09331738381378582,6.91497802734375,7.22320556640625,7.0831298828125
7.629268188476562,0.014340947320304621,7.5885009765625,7.65045166015625,7.626953125
7.522060546875,0.0732260561132589,7.34954833984375,7.591552734375,7.5433349609375
8.026647338867187,0.01788615594973792,7.9791259765625,8.05999755859375,8.028106689453125
7.587869873046875,0.028283097742308718,7.53631591796875,7.62054443359375,7.593841552734375
7.647236938476563,0.012146015009525996,7.61932373046875,7.66876220703125,7.64892578125
7.19266845703125,0.13719597601495104,7.032470703125,7.408447265625,7.1527099609375
4.402572021484375,0.0775494082424548,4.26849365234375,4.5330810546875,4.407958984375
6.817049560546875,0.08297623638703656,6.73828125,6.9927978515625,6.75933837890625
7.588822021484375,0.020118889364731857,7.5518798828125,7.613525390625,7.5946044921875
4.863401489257813,0.17134820674651544,4.67529296875,5.0946044921875,4.7607421875
7.194447021484375,0.04465179154683269,7.12646484375,7.27386474609375,7.20428466796875
7.600454711914063,0.0837766890303492,7.4920654296875,7.75604248046875,7.589569091796875
7.818218383789063,0.060704565109500716,7.74810791015625,7.958984375,7.805328369140625
4.787723388671875,0.1957921534755558,4.4854736328125,5.12115478515625,4.785919189453125
7.8795166015625,0.02936960670373592,7.840576171875,7.95135498046875,7.86895751953125
7.556337890625,0.07883055407747555,7.401123046875,7.647705078125,7.584075927734375
7.394189453125,0.06940350974316149,7.275390625,7.48260498046875,7.412261962890625
7.779176025390625,0.07795463497142696,7.6129150390625,7.8515625,7.8326416015625
7.545423583984375,0.04769727743392247,7.42095947265625,7.60284423828125,7.55706787109375
7.6061639404296875,0.046234257630767266,7.51617431640625,7.6763916015625,7.602081298828125
7.922423706054688,0.018094318971802203,7.90069580078125,7.9705810546875,7.917938232421875
7.539957275390625,0.028305703194181655,7.4859619140625,7.5933837890625,7.536468505859375
7.902056884765625,0.05239765596957203,7.7850341796875,7.98431396484375,7.90557861328125
8.002114868164062,0.027627508692506134,7.9339599609375,8.0450439453125,7.99346923828125
3.3807275390625,0.21949848113057244,3.13995361328125,3.8555908203125,3.31146240234375
7.883450927734375,0.00934776094576522,7.87139892578125,7.90771484375,7.88421630859375
7.538753051757812,0.031796277585772866,7.48809814453125,7.5830078125,7.545928955078125
7.80246826171875,0.026151756420210875,7.75634765625,7.835693359375,7.81005859375
7.635834350585937,0.07271269840196214,7.474365234375,7.71881103515625,7.65380859375
6.5522393798828125,0.17313844737151238,6.365966796875,6.900634765625,6.529083251953125
7.911138305664062,0.021154896762164796,7.88421630859375,7.94891357421875,7.908172607421875
7.95995361328125,0.05255402430124321,7.86651611328125,8.05328369140625,7.952880859375
4.836856689453125,0.36706054055747755,4.08782958984375,5.3570556640625,4.994049072265625
7.50049072265625,0.022008578848540614,7.469482421875,7.54425048828125,7.498779296875
7.612974853515625,0.06776572507100999,7.4652099609375,7.7117919921875,7.617340087890625
7.646911010742188,0.019223456879421244,7.5994873046875,7.664794921875,7.65533447265625
7.336492919921875,0.034033755112766656,7.275390625,7.412109375,7.3345947265625
7.998273315429688,0.06832766093198657,7.90496826171875,8.1402587890625,7.984619140625
7.575425415039063,0.043021851611221185,7.5177001953125,7.65228271484375,7.570037841796875
5.751173706054687,0.18183697521956396,5.55908203125,6.09771728515625,5.68145751953125
7.451346435546875,0.016764426028043913,7.42919921875,7.48565673828125,7.4481201171875
7.918159790039063,0.053130715829939966,7.8466796875,7.99774169921875,7.9119873046875
7.871700439453125,0.05493612859820704,7.8155517578125,7.98126220703125,7.8485107421875
7.469727783203125,0.006061243853461094,7.4530029296875,7.47711181640625,7.4700927734375
6.967194213867187,0.0841619116262402,6.81976318359375,7.1026611328125,6.9921875
7.068289794921875,0.018783161750007833,7.0263671875,7.0880126953125,7.07794189453125
7.46453369140625,0.020384409643500953,7.43927001953125,7.50885009765625,7.457733154296875
7.372733764648437,0.08235242162332686,7.18109130859375,7.44873046875,7.412261962890625
7.129048461914063,0.04981209304049519,7.07794189453125,7.265625,7.1099853515625
7.971373901367188,0.04620407409686194,7.901611328125,8.0523681640625,7.970733642578125
3.5335565185546876,0.09697291255019927,3.39752197265625,3.66729736328125,3.522491455078125
7.028324584960938,0.20394965417271196,6.5667724609375,7.288818359375,7.084503173828125
7.780547485351563,0.027230431059896965,7.73773193359375,7.8228759765625,7.7655029296875
7.53050537109375,0.0406240097955489,7.4810791015625,7.6019287109375,7.515869140625
7.898304443359375,0.05482311575410718,7.8289794921875,7.99346923828125,7.88848876953125
6.629834594726563,0.11352057594866033,6.353759765625,6.81976318359375,6.5985107421875
7.486373291015625,0.03521283481579345,7.42919921875,7.53662109375,7.485809326171875
7.827152099609375,0.007022883245554747,7.81005859375,7.8387451171875,7.828369140625
7.556737060546875,0.019225362992742596,7.52593994140625,7.59490966796875,7.552032470703125
4.48264404296875,0.1033432052516216,4.32220458984375,4.70947265625,4.478759765625
7.449330444335938,0.07619645234699246,7.36297607421875,7.56011962890625,7.42095947265625
7.496373291015625,0.007271218427587705,7.4853515625,7.5128173828125,7.496490478515625
6.870696411132813,0.1291292988513958,6.6021728515625,7.08251953125,6.914825439453125
7.916809692382812,0.06208208161101858,7.80548095703125,7.982177734375,7.95654296875
3.5717437744140623,0.21079344690573987,3.39752197265625,4.1162109375,3.46405029296875
7.800589599609375,0.025377992869285538,7.7484130859375,7.86163330078125,7.80364990234375
7.943209228515625,0.01862434069669478,7.90863037109375,7.9840087890625,7.942962646484375
8.049871826171875,0.006229840923505932,8.03314208984375,8.05816650390625,8.05084228515625
7.532545166015625,0.01033322785495808,7.5152587890625,7.56988525390625,7.53173828125
6.987461547851563,0.020048812571320445,6.8841552734375,7.010498046875,6.98883056640625
7.409783935546875,0.0729737312475218,7.29400634765625,7.5006103515625,7.437744140625
4.545873413085937,0.13122625414375116,4.122314453125,4.78515625,4.535675048828125
7.839293823242188,0.039951094040007906,7.76641845703125,7.9132080078125,7.837066650390625
6.737737426757812,0.15784130634113624,6.5142822265625,7.0831298828125,6.69219970703125
7.420926513671875,0.046728972351491836,7.3272705078125,7.50091552734375,7.41302490234375
8.124998779296876,0.08014288954801858,7.98492431640625,8.24798583984375,8.140411376953125
7.960335083007813,0.04473318704520604,7.8887939453125,8.02154541015625,7.958831787109375
7.157659301757812,0.060162681758548005,7.07122802734375,7.30072021484375,7.13836669921875
7.484017944335937,0.0340376121340431,7.4322509765625,7.54638671875,7.48809814453125
7.6358270263671875,0.027049788415026317,7.5701904296875,7.6708984375,7.65045166015625
7.601907348632812,0.019215575322503526,7.568359375,7.62939453125,7.59124755859375
7.021802368164063,0.016625611658986204,6.99798583984375,7.0477294921875,7.020263671875
8.209581909179688,0.036843294078539375,8.14056396484375,8.2647705078125,8.213043212890625
5.983859252929688,0.33549869734551363,5.60089111328125,6.500244140625,5.955963134765625
8.074273681640625,0.017601222040950826,8.04840087890625,8.10272216796875,8.06793212890625
7.684876098632812,0.02932318446401075,7.61749267578125,7.71881103515625,7.6910400390625
6.462175903320312,0.21243317758256522,5.9588623046875,6.8060302734375,6.501007080078125
7.852744750976562,0.013894019251430417,7.83203125,7.879638671875,7.851409912109375
7.833653564453125,0.04598302084289335,7.76641845703125,7.906494140625,7.823638916015625
7.392169799804687,0.05937223167911975,7.274169921875,7.4755859375,7.407684326171875
6.708382568359375,0.29395388910320924,6.370849609375,7.1917724609375,6.741180419921875
7.518535766601563,0.02661996913541776,7.4664306640625,7.55218505859375,7.526092529296875
4.902968139648437,0.03537461586806574,4.705810546875,4.935302734375,4.912567138671875
4.877544555664063,0.11807805576601117,4.67620849609375,5.1116943359375,4.855499267578125
7.930946044921875,0.04981706463894458,7.861328125,7.99346923828125,7.933502197265625
8.022635498046874,0.02954324781363549,7.95166015625,8.0572509765625,8.033447265625
7.327288208007812,0.04339548033364552,7.28302001953125,7.437744140625,7.3101806640625
7.966651611328125,0.057722231661053724,7.84912109375,8.03985595703125,7.981414794921875
8.112619018554687,0.022557011461705884,8.05023193359375,8.13873291015625,8.1182861328125
7.62403076171875,0.10862069676056423,7.493896484375,7.83599853515625,7.61260986328125
7.025262451171875,0.011338010126911748,7.0068359375,7.04559326171875,7.023773193359375
7.919476928710938,0.011104811392700678,7.90069580078125,7.935791015625,7.918701171875
5.952105102539062,0.20947891886230421,5.71044921875,6.341552734375,5.88653564453125
7.596536254882812,0.00698839132361617,7.57965087890625,7.6055908203125,7.598724365234375
7.726655883789062,0.03971440695765291,7.64923095703125,7.7655029296875,7.738037109375
7.491329956054687,0.04212061892781704,7.42919921875,7.568359375,7.471160888671875
6.75609130859375,0.13557791868305916,6.50177001953125,6.91162109375,6.807098388671875
3.6147332763671876,0.18056849299085062,3.2489013671875,4.08294677734375,3.608245849609375
7.230267333984375,0.11608271458928814,7.059326171875,7.4737548828125,7.188720703125
7.183114624023437,0.1393525744005651,7.0147705078125,7.40081787109375,7.15179443359375
7.588480834960937,0.04261541037590926,7.5115966796875,7.6483154296875,7.6019287109375
7.950490112304688,0.05344376057771495,7.86865234375,8.033447265625,7.951507568359375
6.992846069335937,0.026664291505862033,6.9671630859375,7.05963134765625,6.97784423828125
7.566727294921875,0.026620196191994624,7.52532958984375,7.598876953125,7.57965087890625
7.678677978515625,0.038496721369010355,7.60223388671875,7.74169921875,7.6763916015625
4.10389404296875,0.3442460172578742,3.66973876953125,4.608154296875,3.916015625
7.60749755859375,0.01811820163754805,7.55615234375,7.63031005859375,7.60833740234375
8.019889526367187,0.014157462046627127,7.99346923828125,8.0450439453125,8.01971435546875
7.524391479492188,0.04204601251761984,7.42889404296875,7.5848388671875,7.53173828125
7.72585205078125,0.06471908161707013,7.5897216796875,7.81005859375,7.756195068359375
7.052113647460938,0.20555838506872023,6.75140380859375,7.34893798828125,7.0623779296875
7.37634765625,0.024521056484760988,7.3541259765625,7.45819091796875,7.36663818359375
7.8514862060546875,0.0362607128695063,7.801513671875,7.93304443359375,7.861480712890625
6.68666015625,0.11629558526745322,6.34307861328125,6.75933837890625,6.739501953125
7.840869140625,0.018146353086344647,7.8155517578125,7.86956787109375,7.841949462890625
4.081085815429687,0.4307635418993529,3.4100341796875,4.57366943359375,4.1192626953125
5.036610717773438,0.09774155075538161,4.813232421875,5.1397705078125,5.07293701171875
3.910675048828125,0.4724418932703015,3.2550048828125,4.6990966796875,3.824310302734375
8.054357299804687,0.06041723495390975,7.952880859375,8.13751220703125,8.0517578125
5.734696655273438,0.05855210343270119,5.68634033203125,5.88623046875,5.710601806640625
7.646152954101563,0.060850648593583107,7.54241943359375,7.73712158203125,7.66265869140625
5.6857672119140625,0.06398593277045483,5.60089111328125,5.95306396484375,5.69183349609375
7.407474365234375,0.04718460511482348,7.298583984375,7.44873046875,7.431182861328125
7.740159912109375,0.033572985817113016,7.6763916015625,7.78472900390625,7.741546630859375
7.52017578125,0.009813437523738294,7.50091552734375,7.535400390625,7.5164794921875
7.437967529296875,0.05709705420418191,7.3541259765625,7.51129150390625,7.458648681640625
6.979229736328125,0.10671225910047209,6.75933837890625,7.10540771484375,6.993408203125
7.816260986328125,0.018051307640587433,7.7655029296875,7.8387451171875,7.819976806640625
4.516531982421875,0.2024316029398212,3.9141845703125,4.6746826171875,4.60784912109375
7.054962158203125,0.036574587089744225,6.99249267578125,7.10540771484375,7.059326171875
8.104690551757812,0.01892839244268537,8.06793212890625,8.13873291015625,8.10211181640625
7.0481414794921875,0.07804645648248895,6.9671630859375,7.14752197265625,6.997833251953125
7.606740112304688,0.03282234154492532,7.5567626953125,7.662353515625,7.599639892578125
7.588216552734375,0.026335735811748022,7.5457763671875,7.637939453125,7.58209228515625
4.675335083007813,0.052034875208682364,4.60784912109375,4.76531982421875,4.67498779296875
7.6562353515625,0.006712989353607173,7.6470947265625,7.6708984375,7.65411376953125
7.873248901367187,0.012338916442399551,7.845458984375,7.89398193359375,7.870330810546875
7.851109008789063,0.023177174768547193,7.8277587890625,7.9119873046875,7.846527099609375
7.11900390625,0.17430098937150668,6.7437744140625,7.29888916015625,7.19207763671875
7.227848510742188,0.10036218578139007,7.083740234375,7.412109375,7.208404541015625
7.988373413085937,0.035459641111858675,7.93365478515625,8.03680419921875,7.9840087890625
8.060526123046875,0.05526629098468596,7.97088623046875,8.1689453125,8.052215576171875
7.4779052734375,0.02715920488745389,7.41302490234375,7.5128173828125,7.48779296875
7.612047729492187,0.015571982309961872,7.56072998046875,7.63031005859375,7.61749267578125
8.064287109375,0.015901371001339995,8.026123046875,8.07830810546875,8.07220458984375
7.458403930664063,0.016361508178375814,7.42950439453125,7.47711181640625,7.46490478515625
4.643465576171875,0.16829508407540444,4.16748046875,4.86572265625,4.675750732421875
7.46627197265625,0.020730531557440857,7.42523193359375,7.5,7.46978759765625
8.017171020507812,0.01342775676695544,7.9840087890625,8.03680419921875,8.0194091796875
7.343900146484375,0.02981517698369403,7.301025390625,7.42401123046875,7.332000732421875
7.383030395507813,0.12137176850514671,7.1630859375,7.5616455078125,7.411041259765625
7.0859033203125,0.005351004312987889,7.07794189453125,7.10968017578125,7.0855712890625
4.737382202148438,0.148858655787075,4.5074462890625,5.08026123046875,4.7467041015625
7.47288818359375,0.07603969271210295,7.3565673828125,7.630615234375,7.462921142578125
6.251405029296875,0.3476260586920788,5.5584716796875,6.607666015625,6.352081298828125
4.4418505859375,0.053518336076623416,4.34295654296875,4.5330810546875,4.4488525390625
8.040613403320313,0.022665481116562327,7.9931640625,8.06915283203125,8.043365478515625
7.623270263671875,0.01966901673794438,7.58148193359375,7.647705078125,7.63092041015625
7.319557495117188,0.07324997888123075,7.1923828125,7.44140625,7.298583984375
6.922835083007812,0.08759849347908111,6.75140380859375,7.060546875,6.9659423828125
4.601668701171875,0.3865605996551624,3.78814697265625,4.935302734375,4.70245361328125
7.175672607421875,0.11613966339261558,7.02545166015625,7.41058349609375,7.162322998046875
